,Symbol,Name,Exchange,MarketCap
1111,AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ,68140000.0
1112,RDVY,First Trust Rising Dividend Achievers ETF,NASDAQ,867960000.0
1113,RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,NASDAQ,25800000.0
1114,RFDI,First Trust RiverFront Dynamic Developed International ETF,NASDAQ,252340000.0
1115,RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,NASDAQ,72770000.0
1116,RFEU,First Trust RiverFront Dynamic Europe ETF,NASDAQ,38540000.0
1117,FID,First Trust S&P International Dividend Aristocrats ETF,NASDAQ,17640000.0
1118,FTSL,First Trust Senior Loan Fund ETF,NASDAQ,1610000000.0
1119,FYX,First Trust Small Cap Core AlphaDEX Fund,NASDAQ,558290000.0
1120,FYC,First Trust Small Cap Growth AlphaDEX Fund,NASDAQ,230570000.0
1121,RNSC,First Trust Small Cap US Equity Select ETF,NASDAQ,7450000.0
1122,FYT,First Trust Small Cap Value AlphaDEX Fund,NASDAQ,62410000.0
1123,SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,NASDAQ,7310000.0
1124,FKO,First Trust South Korea AlphaDEX Fund,NASDAQ,2990000.0
1125,FCVT,First Trust SSI Strategic Convertible Securities ETF,NASDAQ,193790000.0
1126,FDIV,First Trust Strategic Income ETF,NASDAQ,91550000.0
1127,FSZ,First Trust Switzerland AlphaDEX Fund,NASDAQ,134680000.0
1128,FIXD,First Trust TCW Opportunistic Fixed Income ETF,NASDAQ,1070000000.0000001
1129,TUSA,First Trust Total US Market AlphaDEX ETF,NASDAQ,16950000.0
1130,FKU,First Trust United Kingdom AlphaDEX Fund,NASDAQ,9320000.0
1131,RNDV,First Trust US Equity Dividend Select ETF,NASDAQ,5690000.0
1132,FUNC,First United Corporation,NASDAQ,166060000.0
1133,FUSB,"First US Bancshares, Inc.",NASDAQ,58210000.0
1134,MYFW,"First Western Financial, Inc.",NASDAQ,123750000.0
1135,FCFS,"FirstCash, Inc.",NASDAQ,3660000000.0
1136,SVVC,"Firsthand Technology Value Fund, Inc.",NASDAQ,50180000.0
1137,FSV,FirstService Corporation,NASDAQ,3490000000.0
1138,FISV,"Fiserv, Inc.",NASDAQ,69670000000.0
1139,FIVE,"Five Below, Inc.",NASDAQ,7210000000.0
1140,FPRX,"Five Prime Therapeutics, Inc.",NASDAQ,141240000.0
1141,FVE,Five Star Senior Living Inc.,NASDAQ,27490000.0
1142,FIVN,"Five9, Inc.",NASDAQ,3350000000.0
1143,FLEX,Flex Ltd.,NASDAQ,5980000000.0
1144,FLXN,"Flexion Therapeutics, Inc.",NASDAQ,585130000.0
1145,SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,NASDAQ,97070000.0
1146,LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,NASDAQ,17200000.0
1147,MBSD,FlexShares Disciplined Duration MBS Index Fund,NASDAQ,35280000.0
1148,ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ,11340000.0
1149,ESGG,FlexShares STOXX Global ESG Impact Index Fund,NASDAQ,91130000.0
1150,ESG,FlexShares STOXX US ESG Impact Index Fund,NASDAQ,37840000.0
1151,QLC,FlexShares US Quality Large Cap Index Fund,NASDAQ,50230000.0
1152,FPAY,"FlexShopper, Inc.",NASDAQ,25090000.0
1153,FLXS,"Flexsteel Industries, Inc.",NASDAQ,118970000.0
1154,FLIR,"FLIR Systems, Inc.",NASDAQ,7350000000.0
1155,FLNT,"Fluent, Inc.",NASDAQ,178860000.0
1156,FLDM,Fluidigm Corporation,NASDAQ,319260000.0
1157,FFIC,Flushing Financial Corporation,NASDAQ,590820000.0
1158,FNCB,FNCB Bancorp Inc.,NASDAQ,149650000.0
1159,FOMX,Foamix Pharmaceuticals Ltd.,NASDAQ,170810000.0
1160,FOCS,Focus Financial Partners Inc.,NASDAQ,1530000000.0
1161,FONR,Fonar Corporation,NASDAQ,132360000.00000001
1162,FSCT,"ForeScout Technologies, Inc.",NASDAQ,1410000000.0
1163,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,45780000.0
1164,FORM,"FormFactor, Inc.",NASDAQ,1600000000.0
1165,FORTY,Formula Systems (1985) Ltd.,NASDAQ,1030000000.0
1166,FORR,"Forrester Research, Inc.",NASDAQ,643750000.0
1167,FRTA,"Forterra, Inc.",NASDAQ,544610000.0
1168,FTNT,"Fortinet, Inc.",NASDAQ,13760000000.0
1169,FBIO,"Fortress Biotech, Inc.",NASDAQ,95280000.0
1170,FBIOP,"Fortress Biotech, Inc.",NASDAQ,20730000.0
1171,FTSV,"Forty Seven, Inc.",NASDAQ,247380000.0
1172,FMCI,Forum Merger II Corporation,NASDAQ,260399999.99999997
1173,FWRD,Forward Air Corporation,NASDAQ,1990000000.0
1174,FORD,"Forward Industries, Inc.",NASDAQ,9720000.0
1175,FWP,Forward Pharma A/S,NASDAQ,42580000.0
1176,FOSL,"Fossil Group, Inc.",NASDAQ,565280000.0
1177,FOX,Fox Corporation,NASDAQ,19670000000.0
1178,FOXA,Fox Corporation,NASDAQ,20110000000.0
1179,FOXF,Fox Factory Holding Corp.,NASDAQ,2400000000.0
1180,FRAN,Francesca&#39;s Holdings Corporation,NASDAQ,58680000.0
1181,FELE,"Franklin Electric Co., Inc.",NASDAQ,2380000000.0
1182,FRAF,Franklin Financial Services Corporation,NASDAQ,155020000.0
1183,FRHC,Freedom Holding Corp.,NASDAQ,743590000.0
1184,RAIL,"Freightcar America, Inc.",NASDAQ,53590000.0
1185,FEIM,"Frequency Electronics, Inc.",NASDAQ,105180000.0
1186,FREQ,"Frequency Therapeutics, Inc.",NASDAQ,437720000.0
1187,FRPT,"Freshpet, Inc.",NASDAQ,1820000000.0
1188,FTDR,"frontdoor, inc.",NASDAQ,4070000000.0000005
1189,FTEO,"FRONTEO, Inc.",NASDAQ,116550000.0
1190,FTR,Frontier Communications Corporation,NASDAQ,108530000.0
1191,FRPH,"FRP Holdings, Inc.",NASDAQ,498400000.0
1192,FSBW,"FS Bancorp, Inc.",NASDAQ,244580000.0
1193,FSBC,"FSB Bancorp, Inc.",NASDAQ,33090000.000000004
1194,FTEK,"Fuel Tech, Inc.",NASDAQ,26120000.0
1195,FCEL,"FuelCell Energy, Inc.",NASDAQ,58000000.0
1196,FULC,"Fulcrum Therapeutics, Inc.",NASDAQ,138880000.0
1197,FLGT,"Fulgent Genetics, Inc.",NASDAQ,183010000.0
1198,FORK,Fuling Global Inc.,NASDAQ,42680000.0
1199,FLL,"Full House Resorts, Inc.",NASDAQ,68530000.0
1200,FULT,Fulton Financial Corporation,NASDAQ,2820000000.0
1201,FNKO,"Funko, Inc.",NASDAQ,864200000.0
1202,FUTU,Futu Holdings Limited,NASDAQ,1190000000.0
1203,FTFT,Future FinTech Group Inc.,NASDAQ,23550000.0
1204,FFHL,"Fuwei Films (Holdings) Co., Ltd.",NASDAQ,10650000.0
1205,FVCB,"FVCBankcorp, Inc.",NASDAQ,239550000.0
1206,WILC,"G. Willi-Food International,  Ltd.",NASDAQ,146050000.0
1207,GTHX,"G1 Therapeutics, Inc.",NASDAQ,814240000.0
1208,GAIA,"Gaia, Inc.",NASDAQ,121710000.0
1209,GLPG,Galapagos NV,NASDAQ,10310000000.0
1210,GALT,Galectin Therapeutics Inc.,NASDAQ,224260000.0
1211,GLMD,Galmed Pharmaceuticals Ltd.,NASDAQ,81320000.0
1212,GMDA,Gamida Cell Ltd.,NASDAQ,122140000.0
1213,GLPI,"Gaming and Leisure Properties, Inc.",NASDAQ,8439999999.999999
1214,GRMN,Garmin Ltd.,NASDAQ,16579999999.999998
1215,GARS,Garrison Capital Inc.,NASDAQ,107210000.0
1216,GLIBA,"GCI Liberty, Inc.",NASDAQ,7370000000.0
1217,GLIBP,"GCI Liberty, Inc.",NASDAQ,974550000.0
1218,GDS,GDS Holdings Limited,NASDAQ,6080000000.0
1219,GEMP,Gemphire Therapeutics Inc.,NASDAQ,5470000.0
1220,GENC,Gencor Industries Inc.,NASDAQ,176820000.0
1221,GFN,General Finance Corporation,NASDAQ,292900000.0
1222,GFNCP,General Finance Corporation,NASDAQ,41960000.0
1223,GENE,Genetic Technologies Ltd,NASDAQ,10820000.0
1224,GNFT,GENFIT S.A.,NASDAQ,588630000.0
1225,GNUS,"Genius Brands International, Inc.",NASDAQ,7360000.0
1226,GMAB,Genmab A/S,NASDAQ,13670000000.0
1227,GNMK,"GenMark Diagnostics, Inc.",NASDAQ,333720000.0
1228,GNCA,"Genocea Biosciences, Inc.",NASDAQ,64849999.99999999
1229,GHDX,"Genomic Health, Inc.",NASDAQ,2530000000.0
1230,GNPX,"Genprex, Inc.",NASDAQ,8000000.0
1231,GNTX,Gentex Corporation,NASDAQ,7060000000.0
1232,THRM,Gentherm Inc,NASDAQ,1410000000.0
1233,GEOS,Geospace Technologies Corporation,NASDAQ,205830000.0
1234,GABC,"German American Bancorp, Inc.",NASDAQ,872080000.0
1235,GERN,Geron Corporation,NASDAQ,290170000.0
1236,GEVO,"Gevo, Inc.",NASDAQ,33960000.0
1237,ROCK,"Gibraltar Industries, Inc.",NASDAQ,1660000000.0
1238,GIGM,GigaMedia Limited,NASDAQ,26860000.0
1239,GIII,"G-III Apparel Group, LTD.",NASDAQ,1250000000.0
1240,GILT,Gilat Satellite Networks Ltd.,NASDAQ,451290000.0
1241,GILD,"Gilead Sciences, Inc.",NASDAQ,80190000000.0
1242,GBCI,"Glacier Bancorp, Inc.",NASDAQ,3670000000.0
1243,GLAD,Gladstone Capital Corporation,NASDAQ,295270000.0
1244,GOOD,Gladstone Commercial Corporation,NASDAQ,718840000.0
1245,GOODM,Gladstone Commercial Corporation,NASDAQ,91440000.0
1246,GAIN,Gladstone Investment Corporation,NASDAQ,417500000.0
1247,LAND,Gladstone Land Corporation,NASDAQ,248470000.0
1248,LANDP,Gladstone Land Corporation,NASDAQ,29930000.0
1249,GLBZ,Glen Burnie Bancorp,NASDAQ,31070000.0
1250,GBT,"Global Blood Therapeutics, Inc.",NASDAQ,3000000000.0
1251,ENT,Global Eagle Entertainment Inc.,NASDAQ,60900000.0
1252,GBLI,Global Indemnity Limited,NASDAQ,343720000.0
1253,SELF,"Global Self Storage, Inc.",NASDAQ,35550000.0
1254,GWRS,"Global Water Resources, Inc.",NASDAQ,259089999.99999997
1255,DRIV,Global X Autonomous & Electric Vehicles ETF,NASDAQ,14400000.0
1256,CLOU,Global X Cloud Computing ETF,NASDAQ,455370000.0
1257,KRMA,Global X Conscious Companies ETF,NASDAQ,78200000.0
1258,DAX,Global X DAX Germany ETF,NASDAQ,16280000.000000002
1259,EBIZ,Global X E-commerce ETF,NASDAQ,2700000.0
1260,FINX,Global X FinTech ETF,NASDAQ,390290000.0
1261,CHIC,Global X Funds Global X MSCI China Communication Services ETF,NASDAQ,22100000.0
1262,AIQ,Global X Future Analytics Tech ETF,NASDAQ,40430000.0
1263,GNOM,Global X Genomics & Biotechnology ETF,NASDAQ,15130000.0
1264,BFIT,Global X Health & Wellness Thematic ETF,NASDAQ,19150000.0
1265,SNSR,Global X Internet of Things ETF,NASDAQ,101850000.0
1266,LNGR,Global X Longevity Thematic ETF,NASDAQ,22080000.0
1267,MILN,Global X Millennials Thematic ETF,NASDAQ,72370000.0
1268,EFAS,Global X MSCI SuperDividend EAFE ETF,NASDAQ,18590000.0
1269,QYLD,Global X NASDAQ-100 Covered Call ETF,NASDAQ,755000000.0
1270,BOTZ,Global X Robotics & Artificial Intelligence ETF,NASDAQ,1440000000.0
1271,CATH,Global X S&P 500 Catholic Values ETF,NASDAQ,274850000.0
1272,SOCL,Global X Social Media ETF,NASDAQ,121560000.0
1273,ALTY,Global X SuperDividend Alternatives ETF,NASDAQ,29710000.0
1274,SRET,Global X SuperDividend REIT ETF,NASDAQ,350020000.0
1275,YLCO,Global X YieldCo & Renewable Energy Income ETF,NASDAQ,24990000.0
1276,GLBS,Globus Maritime Limited,NASDAQ,10130000.0
1277,GLUU,Glu Mobile Inc.,NASDAQ,849050000.0
1278,GLYC,"GlycoMimetics, Inc.",NASDAQ,222010000.0
1279,GOGO,Gogo Inc.,NASDAQ,553070000.0
1280,GLNG,Golar LNG Limited,NASDAQ,1550000000.0
1281,GMLP,Golar LNG Partners LP,NASDAQ,731600000.0
1282,GMLPP,Golar LNG Partners LP,NASDAQ,141860000.0
1283,DNJR,GOLDEN BULL LIMITED,NASDAQ,7400000.0
1284,GDEN,"Golden Entertainment, Inc.",NASDAQ,407860000.0
1285,GOGL,Golden Ocean Group Limited,NASDAQ,877010000.0
1286,GBDC,"Golub Capital BDC, Inc.",NASDAQ,2360000000.0
1287,GTIM,Good Times Restaurants Inc.,NASDAQ,24080000.0
1288,GSHD,"Goosehead Insurance, Inc.",NASDAQ,1780000000.0
1289,GPRO,"GoPro, Inc.",NASDAQ,610310000.0
1290,GPAQ,Gordon Pointe Acquisition Corp.,NASDAQ,148810000.0
1291,GRSH,"Gores Holdings III, Inc.",NASDAQ,504010000.0
1292,GMHI,"Gores Metropoulos, Inc.",NASDAQ,510000000.0
1293,GMHIW,"Gores Metropoulos, Inc.",NASDAQ,9330000.0
1294,GOSS,"Gossamer Bio, Inc.",NASDAQ,1230000000.0
1295,LOPE,"Grand Canyon Education, Inc.",NASDAQ,4500000000.0
1296,GRVY,"GRAVITY Co., Ltd.",NASDAQ,225980000.0
1297,GECC,Great Elm Capital Corp.,NASDAQ,85030000.0
1298,GEC,"Great Elm Capital Group, Inc. ",NASDAQ,86300000.0
1299,GLDD,Great Lakes Dredge & Dock Corporation,NASDAQ,681660000.0
1300,GSBC,"Great Southern Bancorp, Inc.",NASDAQ,855600000.0
1301,GRBK,"Green Brick Partners, Inc.",NASDAQ,534830000.00000006
1302,GPP,Green Plains Partners LP,NASDAQ,326100000.0
1303,GPRE,"Green Plains, Inc.",NASDAQ,463580000.0
1304,GCBC,"Greene County Bancorp, Inc.",NASDAQ,226250000.0
1305,GLAC,Greenland Acquisition Corporation,NASDAQ,43420000.0
1306,GNLN,"Greenlane Holdings, Inc.",NASDAQ,165140000.0
1307,GLRE,"Greenlight Reinsurance, Ltd.",NASDAQ,361430000.0
1308,GRNQ,Greenpro Capital Corp.,NASDAQ,40870000.0
1309,GSKY,"GreenSky, Inc.",NASDAQ,1360000000.0
1310,GSUM,Gridsum Holding Inc.,NASDAQ,65480000.00000001
1311,GRIF,"Griffin Industrial Realty, Inc.",NASDAQ,194230000.0
1312,GRFS,"Grifols, S.A.",NASDAQ,14370000000.0
1313,GRIN,Grindrod Shipping Holdings Ltd.,NASDAQ,127730000.0
1314,GRTS,"Gritstone Oncology, Inc.",NASDAQ,275810000.0
1315,GO,Grocery Outlet Holding Corp.,NASDAQ,2780000000.0
1316,GRPN,"Groupon, Inc.",NASDAQ,1730000000.0
1317,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,NASDAQ,2610000000.0
1318,GGAL,Grupo Financiero Galicia S.A.,NASDAQ,1820000000.0
1319,GVP,"GSE Systems, Inc.",NASDAQ,30650000.0
1320,GSIT,"GSI Technology, Inc.",NASDAQ,176390000.0
1321,GTYH,"GTY Technology Holdings, Inc.",NASDAQ,273300000.0
1322,GNTY,"Guaranty Bancshares, Inc.",NASDAQ,374660000.0
1323,GFED,"Guaranty Federal Bancshares, Inc.",NASDAQ,107770000.0
1324,GH,"Guardant Health, Inc.",NASDAQ,6370000000.0
1325,GHSI,"Guardion Health Sciences, Inc.",NASDAQ,15490000.0
1326,GIFI,"Gulf Island Fabrication, Inc.",NASDAQ,81370000.0
1327,GURE,"Gulf Resources, Inc.",NASDAQ,32450000.000000004
1328,GPOR,Gulfport Energy Corporation,NASDAQ,476590000.0
1329,GWPH,GW Pharmaceuticals Plc,NASDAQ,4190000000.0000005
1330,GWGH,"GWG Holdings, Inc",NASDAQ,327690000.0
1331,GXGX,GX Acquisiton Corp.,NASDAQ,70510000.0
1332,GYRO,"Gyrodyne , LLC",NASDAQ,29580000.0
1333,HEES,"H&E Equipment Services, Inc.",NASDAQ,1240000000.0
1334,HLG,Hailiang Education Group Inc.,NASDAQ,1700000000.0
1335,HNRG,Hallador Energy Company,NASDAQ,103750000.0
1336,HALL,"Hallmark Financial Services, Inc.",NASDAQ,315700000.0
1337,HALO,"Halozyme Therapeutics, Inc.",NASDAQ,2210000000.0
1338,HLNE,Hamilton Lane Incorporated,NASDAQ,3040000000.0
1339,HJLI,"Hancock Jaffe Laboratories, Inc.",NASDAQ,13980000.0
1340,HWC,Hancock Whitney Corporation,NASDAQ,3590000000.0
1341,HAFC,Hanmi Financial Corporation,NASDAQ,562270000.0
1342,HONE,"HarborOne Bancorp, Inc.",NASDAQ,928870000.0
1343,HLIT,Harmonic Inc.,NASDAQ,570810000.0
1344,HARP,"Harpoon Therapeutics, Inc.",NASDAQ,338740000.0
1345,HROW,"Harrow Health, Inc.",NASDAQ,134390000.0
1346,HBIO,"Harvard Bioscience, Inc.",NASDAQ,104630000.0
1347,HCAP,Harvest Capital Credit Corporation,NASDAQ,59900000.0
1348,HAS,"Hasbro, Inc.",NASDAQ,12120000000.0
1349,HA,"Hawaiian Holdings, Inc.",NASDAQ,1290000000.0
1350,HWKN,"Hawkins, Inc.",NASDAQ,425010000.0
1351,HWBK,"Hawthorn Bancshares, Inc.",NASDAQ,147620000.0
1352,HYAC,Haymaker Acquisition Corp. II,NASDAQ,493000000.0
1353,HAYN,"Haynes International, Inc.",NASDAQ,432840000.0
1354,HDS,"HD Supply Holdings, Inc.",NASDAQ,6690000000.0
1355,HHR,HeadHunter Group PLC,NASDAQ,888000000.0
1356,HCAT,"Health Catalyst, Inc",NASDAQ,1090000000.0
1357,HIIQ,"Health Insurance Innovations, Inc.",NASDAQ,382480000.0
1358,HSAC,Health Sciences Acquisitions Corporation,NASDAQ,145910000.0
1359,HCSG,"Healthcare Services Group, Inc.",NASDAQ,1780000000.0
1360,HQY,"HealthEquity, Inc.",NASDAQ,4070000000.0000005
1361,HSTM,"HealthStream, Inc.",NASDAQ,906460000.0
1362,HTLD,"Heartland Express, Inc.",NASDAQ,1840000000.0
1363,HTLF,"Heartland Financial USA, Inc.",NASDAQ,1690000000.0
1364,HTBX,"Heat Biologics, Inc.",NASDAQ,14750000.0
1365,HEBT,"Hebron Technology Co., Ltd.",NASDAQ,70280000.0
1366,HSII,"Heidrick & Struggles International, Inc.",NASDAQ,530140000.0
1367,HELE,Helen of Troy Limited,NASDAQ,3880000000.0
1368,HLIO,"Helios Technologies, Inc.",NASDAQ,1330000000.0
1369,HSDT,"Helius Medical Technologies, Inc.",NASDAQ,38250000.0
1370,HMTV,"Hemisphere Media Group, Inc.",NASDAQ,481560000.0
1371,HNNA,"Hennessy Advisors, Inc.",NASDAQ,83990000.0
1372,HCAC,Hennessy Capital Acquisition Corp. IV,NASDAQ,377440000.0
1373,HSIC,"Henry Schein, Inc.",NASDAQ,9230000000.0
1374,HEPA,"Hepion Pharmaceuticals, Inc.",NASDAQ,11600000.0
1375,HTBK,Heritage Commerce Corp,NASDAQ,497190000.0
1376,HFWA,Heritage Financial Corporation,NASDAQ,1010000000.0
1377,HCCI,"Heritage-Crystal Clean, Inc.",NASDAQ,595270000.0
1378,MLHR,"Herman Miller, Inc.",NASDAQ,2700000000.0
1379,HRTX,"Heron Therapeutics, Inc.  ",NASDAQ,1750000000.0
1380,HSKA,Heska Corporation,NASDAQ,576870000.0
1381,HX,Hexindai Inc.,NASDAQ,52090000.0
1382,HFFG,HF Foods Group Inc.,NASDAQ,426890000.0
1383,HIBB,"Hibbett Sports, Inc.",NASDAQ,411560000.0
1384,SNLN,Highland/iBoxx Senior Loan ETF,NASDAQ,244530000.0
1385,HPJ,Highpower International Inc,NASDAQ,75480000.0
1386,HIHO,Highway Holdings Limited,NASDAQ,6690000.0
1387,HIMX,"Himax Technologies, Inc.",NASDAQ,411430000.0
1388,HIFS,Hingham Institution for Savings,NASDAQ,401150000.0
1389,HQI,"HireQuest, Inc.",NASDAQ,85240000.0
1390,HCCH,HL Acquisitions Corp.,NASDAQ,70820000.0
1391,HMNF,"HMN Financial, Inc.",NASDAQ,100460000.0
1392,HMSY,HMS Holdings Corp,NASDAQ,2890000000.0
1393,HOLI,"Hollysys Automation Technologies, Ltd.",NASDAQ,873150000.0
1394,HOLX,"Hologic, Inc.",NASDAQ,12690000000.0
1395,HBCP,"Home Bancorp, Inc.",NASDAQ,367440000.0
1396,HOMB,"Home BancShares, Inc.",NASDAQ,3100000000.0
1397,HFBL,"Home Federal Bancorp, Inc. of Louisiana",NASDAQ,59140000.0
1398,HMST,"HomeStreet, Inc.",NASDAQ,743870000.0
1399,HTBI,"HomeTrust Bancshares, Inc.",NASDAQ,469900000.0
1400,FIXX,"Homology Medicines, Inc.",NASDAQ,581670000.0
1401,HOFT,Hooker Furniture Corporation,NASDAQ,270270000.0
1402,HOOK,HOOKIPA Pharma Inc.,NASDAQ,213430000.0
1403,HOPE,"Hope Bancorp, Inc.",NASDAQ,1800000000.0
1404,HBNC,"Horizon Bancorp, Inc.",NASDAQ,816960000.0
1405,HRZN,Horizon Technology Finance Corporation,NASDAQ,164290000.0
1406,HZNP,Horizon Therapeutics Public Limited Company,NASDAQ,5300000000.0
1407,TWNK,"Hostess Brands, Inc.",NASDAQ,1670000000.0
1408,HOTH,"Hoth Therapeutics, Inc.",NASDAQ,40710000.0
1409,HMHC,Houghton Mifflin Harcourt Company,NASDAQ,808060000.0
1410,HWCC,Houston Wire & Cable Company,NASDAQ,70910000.0
1411,HOVNP,Hovnanian Enterprises Inc,NASDAQ,20500000.0
1412,HBMD,"Howard Bancorp, Inc.",NASDAQ,315220000.0
1413,HTGM,"HTG Molecular Diagnostics, Inc.",NASDAQ,25560000.0
1414,HTHT,Huazhu Group Limited,NASDAQ,10890000000.0
1415,HUBG,"Hub Group, Inc.",NASDAQ,1700000000.0
1416,HSON,"Hudson Global, Inc.",NASDAQ,34290000.0
1417,HDSN,"Hudson Technologies, Inc.",NASDAQ,25050000.0
1418,HHT,"Huitao Technology Co., Ltd.",NASDAQ,16850000.0
1419,HBAN,Huntington Bancshares Incorporated,NASDAQ,15030000000.0
1420,HBANN,Huntington Bancshares Incorporated,NASDAQ,2690000.0
1421,HBANO,Huntington Bancshares Incorporated,NASDAQ,20970000000.0
1422,HURC,"Hurco Companies, Inc.",NASDAQ,227720000.0
1423,HURN,Huron Consulting Group Inc.,NASDAQ,1370000000.0
1424,HCM,Hutchison China MediTech Limited,NASDAQ,2680000000.0
1425,HBP,"Huttig Building Products, Inc.",NASDAQ,59650000.0
1426,HVBC,"HV Bancorp, Inc.",NASDAQ,33620000.0
1427,HYRE,HyreCar Inc.,NASDAQ,42530000.0
1428,IIIV,"i3 Verticals, Inc.",NASDAQ,540400000.0
1429,IAC,IAC/InterActiveCorp,NASDAQ,19120000000.0
1430,IBKC,IBERIABANK Corporation,NASDAQ,3880000000.0
1431,ICAD,icad inc.,NASDAQ,146390000.0
1432,IEP,Icahn Enterprises L.P.,NASDAQ,14030000000.0
1433,ICCH,"ICC Holdings, Inc.",NASDAQ,44920000.0
1434,ICFI,"ICF International, Inc.",NASDAQ,1570000000.0
1435,ICHR,Ichor Holdings,NASDAQ,667750000.0
1436,ICLK,iClick Interactive Asia Group Limited,NASDAQ,179090000.0
1437,ICLR,ICON plc,NASDAQ,8050000000.000001
1438,ICON,"Iconix Brand Group, Inc.",NASDAQ,25590000.0
1439,ICUI,"ICU Medical, Inc.",NASDAQ,3280000000.0
1440,IPWR,Ideal Power Inc.,NASDAQ,4420000.0
1441,IDEX,"Ideanomics, Inc.",NASDAQ,162530000.0
1442,IDYA,"IDEAYA Biosciences, Inc.",NASDAQ,113120000.0
1443,INVE,"Identiv, Inc.",NASDAQ,78430000.0
1444,IDRA,"Idera Pharmaceuticals, Inc.",NASDAQ,75570000.0
1445,IDXX,"IDEXX Laboratories, Inc.",NASDAQ,23100000000.0
1446,IESC,"IES Holdings, Inc.",NASDAQ,434190000.0
1447,IROQ,"IF Bancorp, Inc.",NASDAQ,76200000.0
1448,IFMK,iFresh Inc.,NASDAQ,31380000.0
1449,IGMS,"IGM Biosciences, Inc.",NASDAQ,703170000.0
1450,IHRT,"iHeartMedia, Inc.",NASDAQ,921030000.0
1451,INFO,IHS Markit Ltd.,NASDAQ,27810000000.0
1452,IIVI,II-VI Incorporated,NASDAQ,3010000000.0
1453,IKNX,Ikonics Corporation,NASDAQ,12080000.0
1454,ILMN,"Illumina, Inc.",NASDAQ,42720000000.0
1455,IMAC,"IMAC Holdings, Inc.",NASDAQ,23460000.0
1456,ISNS,"Image Sensing Systems, Inc.",NASDAQ,24850000.0
1457,IMBI,"iMedia Brands, Inc.",NASDAQ,42630000.0
1458,IMMR,Immersion Corporation,NASDAQ,260440000.0
1459,ICCC,ImmuCell Corporation,NASDAQ,37490000.0
1460,IMUX,"Immunic, Inc. ",NASDAQ,87710000.0
1461,IMGN,"ImmunoGen, Inc.",NASDAQ,406190000.0
1462,IMMU,"Immunomedics, Inc.",NASDAQ,3110000000.0
1463,IMRN,Immuron Limited,NASDAQ,14800000.0
1464,IMMP,Immutep Limited,NASDAQ,62820000.0
1465,PI,"Impinj, Inc.",NASDAQ,707240000.0
1466,IMV,IMV Inc.,NASDAQ,150040000.0
1467,INCY,Incyte Corporation,NASDAQ,16680000000.0
1468,INDB,Independent Bank Corp.,NASDAQ,2810000000.0
1469,IBCP,Independent Bank Corporation,NASDAQ,512090000.00000006
1470,IBTX,"Independent Bank Group, Inc",NASDAQ,2300000000.0
1471,ILPT,Industrial Logistics Properties Trust,NASDAQ,1400000000.0
1472,IDSA,"Industrial Services of America, Inc.",NASDAQ,9060000.0
1473,INFN,Infinera Corporation,NASDAQ,974130000.0
1474,INFI,"Infinity Pharmaceuticals, Inc.",NASDAQ,61590000.0
1475,IFRX,InflaRx N.V.,NASDAQ,64129999.99999999
1476,III,"Information Services Group, Inc.",NASDAQ,110400000.0
1477,IEA,"Infrastructure and Energy Alternatives, Inc.",NASDAQ,65200000.0
1478,IMKTA,"Ingles Markets, Incorporated",NASDAQ,818090000.0
1479,INMD,INMODE LTD.,NASDAQ,1010000000.0
1480,INMB,INmune Bio Inc.,NASDAQ,52740000.0
1481,IPHA,Innate Pharma S.A.,NASDAQ,362900000.0
1482,INWK,"InnerWorkings, Inc.",NASDAQ,235320000.0
1483,INOD,Innodata Inc.,NASDAQ,34520000.0
1484,IPHS,"Innophos Holdings, Inc.",NASDAQ,637190000.0
1485,IOSP,Innospec Inc.,NASDAQ,2210000000.0
1486,INNT,"Innovate Biopharmaceuticals, Inc.",NASDAQ,30970000.0
1487,ISSC,"Innovative Solutions and Support, Inc.",NASDAQ,77270000.0
1488,INVA,"Innoviva, Inc.",NASDAQ,1100000000.0
1489,INGN,"Inogen, Inc",NASDAQ,1150000000.0
1490,INOV,"Inovalon Holdings, Inc.",NASDAQ,2170000000.0
1491,INO,"Inovio Pharmaceuticals, Inc.",NASDAQ,234700000.0
1492,INPX,Inpixon ,NASDAQ,4690000.0
1493,INSG,Inseego Corp.,NASDAQ,431900000.0
1494,NSIT,"Insight Enterprises, Inc.",NASDAQ,2150000000.0
1495,ISIG,"Insignia Systems, Inc.",NASDAQ,11740000.0
1496,INSM,"Insmed, Inc.",NASDAQ,1630000000.0
1497,INSE,"Inspired Entertainment, Inc.",NASDAQ,173300000.0
1498,IIIN,"Insteel Industries, Inc.",NASDAQ,374250000.0
1499,PODD,Insulet Corporation,NASDAQ,8960000000.0
1500,INSU,Insurance Acquisition Corp.,NASDAQ,204880000.0
1501,INSUU,Insurance Acquisition Corp.,NASDAQ,140290000.0
1502,INSUW,Insurance Acquisition Corp.,NASDAQ,7200000.0
